label,threshold,mean_grad,high_grad_count,dispersion,low_value_ratio,extreme_std_score,contrast_entropy,band_only_accuracy
0,0.4,0.683,0.0,0.0,1.0,0.472,0.285,0.78
0,0.4,0.493,0.096,0.076,1.0,0.876,0.202,0.893
0,0.4,0.0,0.051,0.04,1.0,0.635,0.808,0.91
0,0.4,0.25,0.225,0.177,1.0,0.312,0.0,0.913
0,0.4,0.365,0.307,0.244,0.0,0.019,0.266,0.832
0,0.4,0.474,0.02,0.018,0.318,1.0,0.284,0.894
0,0.4,1.0,0.099,0.175,1.0,0.503,0.621,0.838
0,0.4,0.417,1.0,1.0,0.995,0.508,1.0,0.927
0,0.4,0.429,0.055,0.045,1.0,0.371,0.141,0.91
0,0.4,0.159,0.334,0.329,1.0,0.22,0.842,0.944
0,0.4,0.579,0.085,0.066,1.0,0.0,0.394,0.945
0,0.5,0.0,0.0,0.0,1.0,0.472,0.285,0.78
0,0.5,0.654,0.053,0.043,1.0,0.876,0.202,0.893
0,0.5,0.184,0.053,0.039,1.0,0.635,0.808,0.91
0,0.5,0.332,0.217,0.178,1.0,0.312,0.0,0.913
0,0.5,0.457,0.303,0.232,0.0,0.019,0.266,0.832
0,0.5,0.0,0.0,0.0,0.318,1.0,0.284,0.894
0,0.5,1.0,0.039,0.128,1.0,0.503,0.621,0.838
0,0.5,0.423,1.0,1.0,0.995,0.508,1.0,0.927
0,0.5,0.515,0.026,0.018,1.0,0.371,0.141,0.91
0,0.5,0.289,0.204,0.191,1.0,0.22,0.842,0.944
0,0.5,0.599,0.039,0.051,1.0,0.0,0.394,0.945
0,0.6,0.0,0.0,0.0,1.0,0.472,0.285,0.78
0,0.6,0.812,0.032,0.159,1.0,0.876,0.202,0.893
0,0.6,0.0,0.0,0.0,1.0,0.635,0.808,0.91
0,0.6,0.435,0.137,0.137,1.0,0.312,0.0,0.913
0,0.6,1.0,0.189,0.13,0.0,0.019,0.266,0.832
0,0.6,0.0,0.0,0.0,0.318,1.0,0.284,0.894
0,0.6,0.0,0.0,0.0,1.0,0.503,0.621,0.838
0,0.6,0.824,1.0,1.0,0.995,0.508,1.0,0.927
0,0.6,0.707,0.011,0.0,1.0,0.371,0.141,0.91
0,0.6,0.643,0.116,0.099,1.0,0.22,0.842,0.944
0,0.6,0.0,0.0,0.0,1.0,0.0,0.394,0.945
0,0.7,0.0,0.0,0.0,1.0,0.472,0.285,0.78
0,0.7,0.0,0.0,0.0,1.0,0.876,0.202,0.893
0,0.7,0.0,0.0,0.0,1.0,0.635,0.808,0.91
0,0.7,0.445,0.064,0.048,1.0,0.312,0.0,0.913
0,0.7,1.0,0.17,0.097,0.0,0.019,0.266,0.832
0,0.7,0.0,0.0,0.0,0.318,1.0,0.284,0.894
0,0.7,0.0,0.0,0.0,1.0,0.503,0.621,0.838
0,0.7,0.87,1.0,1.0,0.995,0.508,1.0,0.927
0,0.7,0.0,0.0,0.0,1.0,0.371,0.141,0.91
0,0.7,0.532,0.106,0.098,1.0,0.22,0.842,0.944
0,0.7,0.0,0.0,0.0,1.0,0.0,0.394,0.945
0,0.8,0.0,0.0,0.0,1.0,0.472,0.285,0.78
0,0.8,0.0,0.0,0.0,1.0,0.876,0.202,0.893
0,0.8,0.0,0.0,0.0,1.0,0.635,0.808,0.91
0,0.8,0.718,0.048,0.0,1.0,0.312,0.0,0.913
0,0.8,0.794,0.095,0.045,0.0,0.019,0.266,0.832
0,0.8,0.0,0.0,0.0,0.318,1.0,0.284,0.894
0,0.8,0.0,0.0,0.0,1.0,0.503,0.621,0.838
0,0.8,0.951,1.0,1.0,0.995,0.508,1.0,0.927
0,0.8,0.0,0.0,0.0,1.0,0.371,0.141,0.91
0,0.8,1.0,0.095,0.055,1.0,0.22,0.842,0.944
0,0.8,0.0,0.0,0.0,1.0,0.0,0.394,0.945
0,0.9,0.0,0.0,0.0,1.0,0.472,0.285,0.78
0,0.9,0.0,0.0,0.0,1.0,0.876,0.202,0.893
0,0.9,0.0,0.0,0.0,1.0,0.635,0.808,0.91
0,0.9,0.55,0.1,0.0,1.0,0.312,0.0,0.913
0,0.9,0.28,0.1,0.0,0.0,0.019,0.266,0.832
0,0.9,0.0,0.0,0.0,0.318,1.0,0.284,0.894
0,0.9,0.0,0.0,0.0,1.0,0.503,0.621,0.838
0,0.9,1.0,1.0,1.0,0.995,0.508,1.0,0.927
0,0.9,0.0,0.0,0.0,1.0,0.371,0.141,0.91
0,0.9,0.477,0.1,0.0,1.0,0.22,0.842,0.944
0,0.9,0.0,0.0,0.0,1.0,0.0,0.394,0.945
0,1,0.0,0.0,0.0,1.0,0.472,0.285,0.78
0,1,0.0,0.0,0.0,1.0,0.876,0.202,0.893
0,1,0.0,0.0,0.0,1.0,0.635,0.808,0.91
0,1,0.838,0.2,0.0,1.0,0.312,0.0,0.913
0,1,0.427,0.2,0.0,0.0,0.019,0.266,0.832
0,1,0.0,0.0,0.0,0.318,1.0,0.284,0.894
0,1,0.0,0.0,0.0,1.0,0.503,0.621,0.838
0,1,1.0,1.0,1.0,0.995,0.508,1.0,0.927
0,1,0.0,0.0,0.0,1.0,0.371,0.141,0.91
0,1,0.0,0.0,0.0,1.0,0.22,0.842,0.944
0,1,0.0,0.0,0.0,1.0,0.0,0.394,0.945
0,0,0.0,0.372,0.367,1.0,1.0,0.0,0.78
0,0,0.823,0.045,0.054,1.0,0.91,0.322,0.893
0,0,0.716,1.0,0.93,1.0,0.698,1.0,0.91
0,0,0.371,0.0,0.028,1.0,0.477,0.119,0.913
0,0,0.164,0.226,0.24,0.0,0.261,0.132,0.832
0,0,0.776,0.397,0.39,0.532,0.732,0.57,0.894
0,0,1.0,0.142,0.0,0.644,0.359,0.465,0.838
0,0,0.663,0.81,0.902,1.0,0.344,0.817,0.927
0,0,0.564,0.345,0.311,0.62,0.241,0.427,0.91
0,0,0.667,0.954,1.0,0.579,0.153,0.935,0.944
0,0,0.44,0.608,0.394,0.523,0.0,0.481,0.945
0,0.1,0.409,0.0,0.0,1.0,1.0,0.0,0.78
0,0.1,0.754,0.441,0.346,1.0,0.91,0.322,0.893
0,0.1,0.489,0.884,0.77,1.0,0.698,1.0,0.91
0,0.1,0.144,0.347,0.255,1.0,0.477,0.119,0.913
0,0.1,0.0,0.244,0.191,0.0,0.261,0.132,0.832
0,0.1,1.0,0.479,0.409,0.532,0.732,0.57,0.894
0,0.1,0.745,0.678,0.41,0.644,0.359,0.465,0.838
0,0.1,0.454,0.822,0.837,1.0,0.344,0.817,0.927
0,0.1,0.471,0.542,0.431,0.62,0.241,0.427,0.91
0,0.1,0.347,1.0,1.0,0.579,0.153,0.935,0.944
0,0.1,0.477,0.543,0.348,0.523,0.0,0.481,0.945
0,0.2,0.785,0.0,0.0,1.0,1.0,0.0,0.78
0,0.2,0.808,0.509,0.412,1.0,0.91,0.322,0.893
0,0.2,0.159,0.791,0.615,1.0,0.698,1.0,0.91
0,0.2,0.147,0.445,0.334,1.0,0.477,0.119,0.913
0,0.2,0.0,0.232,0.176,0.0,0.261,0.132,0.832
0,0.2,1.0,0.593,0.482,0.532,0.732,0.57,0.894
0,0.2,0.723,0.991,0.685,0.644,0.359,0.465,0.838
0,0.2,0.414,0.76,0.794,1.0,0.344,0.817,0.927
0,0.2,0.454,0.757,0.597,0.62,0.241,0.427,0.91
0,0.2,0.256,1.0,1.0,0.579,0.153,0.935,0.944
0,0.2,0.569,0.734,0.468,0.523,0.0,0.481,0.945
0,0.3,0.0,0.0,0.0,1.0,1.0,0.0,0.78
0,0.3,0.962,0.502,0.521,1.0,0.91,0.322,0.893
0,0.3,0.362,0.676,0.57,1.0,0.698,1.0,0.91
0,0.3,0.917,0.445,0.422,1.0,0.477,0.119,0.913
0,0.3,0.483,0.259,0.259,0.0,0.261,0.132,0.832
0,0.3,0.992,0.733,0.709,0.532,0.732,0.57,0.894
0,0.3,1.0,0.955,1.0,0.644,0.359,0.465,0.838
0,0.3,0.71,0.668,0.846,1.0,0.344,0.817,0.927
0,0.3,0.818,1.0,0.916,0.62,0.241,0.427,0.91
0,0.3,0.597,0.822,0.96,0.579,0.153,0.935,0.944
0,0.3,0.937,0.842,0.661,0.523,0.0,0.481,0.945
0,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.78
0,0.4,0.906,0.145,0.231,1.0,0.91,0.322,0.893
0,0.4,0.473,0.374,0.332,1.0,0.698,1.0,0.91
0,0.4,0.809,0.336,0.34,1.0,0.477,0.119,0.913
0,0.4,0.758,0.122,0.139,0.0,0.261,0.132,0.832
0,0.4,1.0,0.595,0.624,0.532,0.732,0.57,0.894
0,0.4,0.984,0.405,0.718,0.644,0.359,0.465,0.838
0,0.4,0.719,0.328,0.438,1.0,0.344,0.817,0.927
0,0.4,0.872,1.0,1.0,0.62,0.241,0.427,0.91
0,0.4,0.743,0.366,0.445,0.579,0.153,0.935,0.944
0,0.4,0.939,0.603,0.555,0.523,0.0,0.481,0.945
0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.78
0,0.5,0.888,0.081,0.138,1.0,0.91,0.322,0.893
0,0.5,0.517,0.177,0.133,1.0,0.698,1.0,0.91
0,0.5,0.578,0.226,0.24,1.0,0.477,0.119,0.913
0,0.5,0.53,0.081,0.096,0.0,0.261,0.132,0.832
0,0.5,0.878,0.597,0.598,0.532,0.732,0.57,0.894
0,0.5,0.675,0.113,0.544,0.644,0.359,0.465,0.838
0,0.5,0.689,0.194,0.224,1.0,0.344,0.817,0.927
0,0.5,0.768,1.0,1.0,0.62,0.241,0.427,0.91
0,0.5,0.527,0.129,0.211,0.579,0.153,0.935,0.944
0,0.5,1.0,0.419,0.36,0.523,0.0,0.481,0.945
0,0.6,0.0,0.0,0.0,1.0,1.0,0.0,0.78
0,0.6,0.0,0.0,0.0,1.0,0.91,0.322,0.893
0,0.6,1.0,0.042,0.0,1.0,0.698,1.0,0.91
0,0.6,0.078,0.125,1.0,1.0,0.477,0.119,0.913
0,0.6,0.106,0.083,0.228,0.0,0.261,0.132,0.832
0,0.6,0.368,0.75,0.396,0.532,0.732,0.57,0.894
0,0.6,0.556,0.042,0.0,0.644,0.359,0.465,0.838
0,0.6,0.238,0.125,0.061,1.0,0.344,0.817,0.927
0,0.6,0.391,1.0,0.533,0.62,0.241,0.427,0.91
0,0.6,0.148,0.083,0.044,0.579,0.153,0.935,0.944
0,0.6,0.76,0.208,0.128,0.523,0.0,0.481,0.945
0,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.78
0,0.7,0.0,0.0,0.0,1.0,0.91,0.322,0.893
0,0.7,0.0,0.0,0.0,1.0,0.698,1.0,0.91
0,0.7,0.052,0.083,0.0,1.0,0.477,0.119,0.913
0,0.7,0.0,0.0,0.0,0.0,0.261,0.132,0.832
0,0.7,0.366,0.5,0.203,0.532,0.732,0.57,0.894
0,0.7,0.0,0.0,0.0,0.644,0.359,0.465,0.838
0,0.7,0.0,0.0,0.0,1.0,0.344,0.817,0.927
0,0.7,0.627,1.0,0.444,0.62,0.241,0.427,0.91
0,0.7,0.063,0.083,0.0,0.579,0.153,0.935,0.944
0,0.7,1.0,0.333,1.0,0.523,0.0,0.481,0.945
0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.78
0,0.8,0.0,0.0,0.0,1.0,0.91,0.322,0.893
0,0.8,0.0,0.0,0.0,1.0,0.698,1.0,0.91
0,0.8,0.0,0.0,0.0,1.0,0.477,0.119,0.913
0,0.8,0.0,0.0,0.0,0.0,0.261,0.132,0.832
0,0.8,0.718,1.0,1.0,0.532,0.732,0.57,0.894
0,0.8,0.0,0.0,0.0,0.644,0.359,0.465,0.838
0,0.8,0.0,0.0,0.0,1.0,0.344,0.817,0.927
0,0.8,0.618,0.667,0.45,0.62,0.241,0.427,0.91
0,0.8,0.0,0.0,0.0,0.579,0.153,0.935,0.944
0,0.8,1.0,0.333,0.0,0.523,0.0,0.481,0.945
0,0.9,0.0,0.0,0.0,1.0,1.0,0.0,0.78
0,0.9,0.0,0.0,0.0,1.0,0.91,0.322,0.893
0,0.9,0.0,0.0,0.0,1.0,0.698,1.0,0.91
0,0.9,0.0,0.0,0.0,1.0,0.477,0.119,0.913
0,0.9,0.0,0.0,0.0,0.0,0.261,0.132,0.832
0,0.9,1.0,1.0,1.0,0.532,0.732,0.57,0.894
0,0.9,0.0,0.0,0.0,0.644,0.359,0.465,0.838
0,0.9,0.0,0.0,0.0,1.0,0.344,0.817,0.927
0,0.9,0.0,0.0,0.0,0.62,0.241,0.427,0.91
0,0.9,0.0,0.0,0.0,0.579,0.153,0.935,0.944
0,0.9,0.0,0.0,0.0,0.523,0.0,0.481,0.945
0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.78
0,1,0.0,0.0,0.0,1.0,0.91,0.322,0.893
0,1,0.0,0.0,0.0,1.0,0.698,1.0,0.91
0,1,0.0,0.0,0.0,1.0,0.477,0.119,0.913
0,1,0.0,0.0,0.0,0.0,0.261,0.132,0.832
0,1,0.0,0.0,0.0,0.532,0.732,0.57,0.894
0,1,0.0,0.0,0.0,0.644,0.359,0.465,0.838
0,1,0.0,0.0,0.0,1.0,0.344,0.817,0.927
0,1,0.0,0.0,0.0,0.62,0.241,0.427,0.91
0,1,0.0,0.0,0.0,0.579,0.153,0.935,0.944
0,1,0.0,0.0,0.0,0.523,0.0,0.481,0.945
0,0,0.0,0.704,0.551,1.0,0.067,0.11,0.78
0,0,0.753,0.456,0.261,1.0,0.504,0.696,0.893
0,0,0.284,0.821,0.919,1.0,0.649,0.743,0.91
0,0,0.192,0.0,0.0,1.0,0.515,0.0,0.913
0,0,0.078,0.455,0.442,0.187,0.0,0.224,0.832
0,0,0.721,0.217,0.23,0.0,1.0,0.514,0.894
0,0,1.0,0.546,0.312,1.0,0.273,1.0,0.838
0,0,0.301,0.836,0.953,1.0,0.221,0.708,0.927
0,0,0.432,0.342,0.304,0.89,0.156,0.403,0.91
0,0,0.233,0.913,1.0,0.912,0.195,0.553,0.944
0,0,0.478,1.0,0.768,1.0,0.377,0.806,0.945
0,0.1,0.685,0.0,0.0,1.0,0.067,0.11,0.78
0,0.1,1.0,0.573,0.565,1.0,0.504,0.696,0.893
0,0.1,0.01,0.503,0.773,1.0,0.649,0.743,0.91
0,0.1,0.167,0.186,0.251,1.0,0.515,0.0,0.913
0,0.1,0.062,0.136,0.208,0.187,0.0,0.224,0.832
0,0.1,0.926,0.459,0.589,0.0,1.0,0.514,0.894
0,0.1,0.961,1.0,0.968,1.0,0.273,1.0,0.838
0,0.1,0.067,0.669,1.0,1.0,0.221,0.708,0.927
0,0.1,0.476,0.523,0.635,0.89,0.156,0.403,0.91
0,0.1,0.0,0.495,0.723,0.912,0.195,0.553,0.944
0,0.1,0.801,0.798,0.812,1.0,0.377,0.806,0.945
0,0.2,0.519,0.0,0.0,1.0,0.067,0.11,0.78
0,0.2,0.95,0.422,0.421,1.0,0.504,0.696,0.893
0,0.2,0.0,0.233,0.35,1.0,0.649,0.743,0.91
0,0.2,0.449,0.171,0.189,1.0,0.515,0.0,0.913
0,0.2,0.094,0.132,0.14,0.187,0.0,0.224,0.832
0,0.2,0.553,0.829,0.975,0.0,1.0,0.514,0.894
0,0.2,1.0,0.601,0.593,1.0,0.273,1.0,0.838
0,0.2,0.117,0.349,0.514,1.0,0.221,0.708,0.927
0,0.2,0.351,0.868,1.0,0.89,0.156,0.403,0.91
0,0.2,0.134,0.078,0.105,0.912,0.195,0.553,0.944
0,0.2,0.709,1.0,1.0,1.0,0.377,0.806,0.945
0,0.3,1.0,0.009,0.012,1.0,0.067,0.11,0.78
0,0.3,0.468,0.113,0.127,1.0,0.504,0.696,0.893
0,0.3,0.0,0.094,0.16,1.0,0.649,0.743,0.91
0,0.3,0.515,0.113,0.11,1.0,0.515,0.0,0.913
0,0.3,0.145,0.047,0.044,0.187,0.0,0.224,0.832
0,0.3,0.37,1.0,1.0,0.0,1.0,0.514,0.894
0,0.3,0.625,0.085,0.106,1.0,0.273,1.0,0.838
0,0.3,0.075,0.104,0.149,1.0,0.221,0.708,0.927
0,0.3,0.3,0.83,0.819,0.89,0.156,0.403,0.91
0,0.3,0.106,0.0,0.0,0.912,0.195,0.553,0.944
0,0.3,0.537,0.792,0.685,1.0,0.377,0.806,0.945
0,0.4,0.0,0.0,0.0,1.0,0.067,0.11,0.78
0,0.4,0.873,0.032,0.0,1.0,0.504,0.696,0.893
0,0.4,0.0,0.0,0.0,1.0,0.649,0.743,0.91
0,0.4,0.711,0.065,0.073,1.0,0.515,0.0,0.913
0,0.4,0.063,0.032,0.0,0.187,0.0,0.224,0.832
0,0.4,0.584,1.0,1.0,0.0,1.0,0.514,0.894
0,0.4,0.0,0.0,0.0,1.0,0.273,1.0,0.838
0,0.4,0.0,0.0,0.0,1.0,0.221,0.708,0.927
0,0.4,0.608,0.774,0.695,0.89,0.156,0.403,0.91
0,0.4,0.0,0.0,0.0,0.912,0.195,0.553,0.944
0,0.4,1.0,0.742,0.602,1.0,0.377,0.806,0.945
0,0.5,0.0,0.0,0.0,1.0,0.067,0.11,0.78
0,0.5,0.0,0.0,0.0,1.0,0.504,0.696,0.893
0,0.5,0.0,0.0,0.0,1.0,0.649,0.743,0.91
0,0.5,0.0,0.0,0.0,1.0,0.515,0.0,0.913
0,0.5,0.0,0.0,0.0,0.187,0.0,0.224,0.832
0,0.5,0.377,1.0,0.676,0.0,1.0,0.514,0.894
0,0.5,0.0,0.0,0.0,1.0,0.273,1.0,0.838
0,0.5,0.0,0.0,0.0,1.0,0.221,0.708,0.927
0,0.5,0.4,1.0,1.0,0.89,0.156,0.403,0.91
0,0.5,0.0,0.0,0.0,0.912,0.195,0.553,0.944
0,0.5,1.0,0.222,0.317,1.0,0.377,0.806,0.945
0,0.6,0.0,0.0,0.0,1.0,0.067,0.11,0.78
0,0.6,0.0,0.0,0.0,1.0,0.504,0.696,0.893
0,0.6,0.0,0.0,0.0,1.0,0.649,0.743,0.91
0,0.6,0.0,0.0,0.0,1.0,0.515,0.0,0.913
0,0.6,0.0,0.0,0.0,0.187,0.0,0.224,0.832
0,0.6,0.574,1.0,0.843,0.0,1.0,0.514,0.894
0,0.6,0.0,0.0,0.0,1.0,0.273,1.0,0.838
0,0.6,0.0,0.0,0.0,1.0,0.221,0.708,0.927
0,0.6,1.0,1.0,1.0,0.89,0.156,0.403,0.91
0,0.6,0.0,0.0,0.0,0.912,0.195,0.553,0.944
0,0.6,0.0,0.0,0.0,1.0,0.377,0.806,0.945
0,0.7,0.0,0.0,0.0,1.0,0.067,0.11,0.78
0,0.7,0.0,0.0,0.0,1.0,0.504,0.696,0.893
0,0.7,0.0,0.0,0.0,1.0,0.649,0.743,0.91
0,0.7,0.0,0.0,0.0,1.0,0.515,0.0,0.913
0,0.7,0.0,0.0,0.0,0.187,0.0,0.224,0.832
0,0.7,0.0,0.0,0.0,0.0,1.0,0.514,0.894
0,0.7,0.0,0.0,0.0,1.0,0.273,1.0,0.838
0,0.7,0.0,0.0,0.0,1.0,0.221,0.708,0.927
0,0.7,0.0,0.0,0.0,0.89,0.156,0.403,0.91
0,0.7,0.0,0.0,0.0,0.912,0.195,0.553,0.944
0,0.7,0.0,0.0,0.0,1.0,0.377,0.806,0.945
0,0.8,0.0,0.0,0.0,1.0,0.067,0.11,0.78
0,0.8,0.0,0.0,0.0,1.0,0.504,0.696,0.893
0,0.8,0.0,0.0,0.0,1.0,0.649,0.743,0.91
0,0.8,0.0,0.0,0.0,1.0,0.515,0.0,0.913
0,0.8,0.0,0.0,0.0,0.187,0.0,0.224,0.832
0,0.8,0.0,0.0,0.0,0.0,1.0,0.514,0.894
0,0.8,0.0,0.0,0.0,1.0,0.273,1.0,0.838
0,0.8,0.0,0.0,0.0,1.0,0.221,0.708,0.927
0,0.8,0.0,0.0,0.0,0.89,0.156,0.403,0.91
0,0.8,0.0,0.0,0.0,0.912,0.195,0.553,0.944
0,0.8,0.0,0.0,0.0,1.0,0.377,0.806,0.945
0,0.9,0.0,0.0,0.0,1.0,0.067,0.11,0.78
0,0.9,0.0,0.0,0.0,1.0,0.504,0.696,0.893
0,0.9,0.0,0.0,0.0,1.0,0.649,0.743,0.91
0,0.9,0.0,0.0,0.0,1.0,0.515,0.0,0.913
0,0.9,0.0,0.0,0.0,0.187,0.0,0.224,0.832
0,0.9,0.0,0.0,0.0,0.0,1.0,0.514,0.894
0,0.9,0.0,0.0,0.0,1.0,0.273,1.0,0.838
0,0.9,0.0,0.0,0.0,1.0,0.221,0.708,0.927
0,0.9,0.0,0.0,0.0,0.89,0.156,0.403,0.91
0,0.9,0.0,0.0,0.0,0.912,0.195,0.553,0.944
0,0.9,0.0,0.0,0.0,1.0,0.377,0.806,0.945
0,1,0.0,0.0,0.0,1.0,0.067,0.11,0.78
0,1,0.0,0.0,0.0,1.0,0.504,0.696,0.893
0,1,0.0,0.0,0.0,1.0,0.649,0.743,0.91
0,1,0.0,0.0,0.0,1.0,0.515,0.0,0.913
0,1,0.0,0.0,0.0,0.187,0.0,0.224,0.832
0,1,0.0,0.0,0.0,0.0,1.0,0.514,0.894
0,1,0.0,0.0,0.0,1.0,0.273,1.0,0.838
0,1,0.0,0.0,0.0,1.0,0.221,0.708,0.927
0,1,0.0,0.0,0.0,0.89,0.156,0.403,0.91
0,1,0.0,0.0,0.0,0.912,0.195,0.553,0.944
0,1,0.0,0.0,0.0,1.0,0.377,0.806,0.945
0,0,0.337,0.785,0.472,1.0,0.629,0.392,0.78
0,0,0.685,0.893,0.502,1.0,1.0,0.757,0.893
0,0,0.742,0.282,0.378,0.544,0.923,0.403,0.91
0,0,0.063,0.557,0.402,0.0,0.467,0.123,0.913
0,0,0.449,0.0,0.0,1.0,0.0,0.006,0.832
0,0,0.0,0.43,0.357,1.0,0.806,0.0,0.894
0,0,1.0,0.71,0.335,1.0,0.815,0.808,0.838
0,0,0.742,1.0,1.0,1.0,0.759,1.0,0.927
0,0,0.703,0.81,0.696,1.0,0.637,0.77,0.91
0,0,0.409,0.919,0.914,0.99,0.52,0.697,0.944
0,0,0.362,0.944,0.549,0.979,0.398,0.608,0.945
0,0.1,0.946,0.276,0.112,1.0,0.629,0.392,0.78
0,0.1,1.0,0.514,0.282,1.0,1.0,0.757,0.893
0,0.1,0.122,0.686,0.714,0.544,0.923,0.403,0.91
0,0.1,0.034,0.118,0.056,0.0,0.467,0.123,0.913
0,0.1,0.05,0.231,0.137,1.0,0.0,0.006,0.832
0,0.1,0.065,0.0,0.0,1.0,0.806,0.0,0.894
0,0.1,0.948,0.788,0.434,1.0,0.815,0.808,0.838
0,0.1,0.364,1.0,1.0,1.0,0.759,1.0,0.927
0,0.1,0.476,0.847,0.782,1.0,0.637,0.77,0.91
0,0.1,0.0,0.687,0.638,0.99,0.52,0.697,0.944
0,0.1,0.412,0.528,0.293,0.979,0.398,0.608,0.945
0,0.2,0.757,0.239,0.131,1.0,0.629,0.392,0.78
0,0.2,0.979,0.136,0.077,1.0,1.0,0.757,0.893
0,0.2,0.0,1.0,1.0,0.544,0.923,0.403,0.91
0,0.2,0.425,0.013,0.0,0.0,0.467,0.123,0.913
0,0.2,0.069,0.39,0.269,1.0,0.0,0.006,0.832
0,0.2,0.625,0.0,0.033,1.0,0.806,0.0,0.894
0,0.2,1.0,0.22,0.118,1.0,0.815,0.808,0.838
0,0.2,0.191,0.705,0.699,1.0,0.759,1.0,0.927
0,0.2,0.252,0.791,0.782,1.0,0.637,0.77,0.91
0,0.2,0.177,0.328,0.282,0.99,0.52,0.697,0.944
0,0.2,0.636,0.211,0.124,0.979,0.398,0.608,0.945
0,0.3,0.432,0.128,0.074,1.0,0.629,0.392,0.78
0,0.3,0.762,0.017,0.017,1.0,1.0,0.757,0.893
0,0.3,0.0,1.0,1.0,0.544,0.923,0.403,0.91
0,0.3,0.375,0.0,0.0,0.0,0.467,0.123,0.913
0,0.3,0.035,0.418,0.287,1.0,0.0,0.006,0.832
0,0.3,0.254,0.02,0.037,1.0,0.806,0.0,0.894
0,0.3,1.0,0.003,0.009,1.0,0.815,0.808,0.838
0,0.3,0.111,0.355,0.355,1.0,0.759,1.0,0.927
0,0.3,0.134,0.662,0.695,1.0,0.637,0.77,0.91
0,0.3,0.053,0.148,0.127,0.99,0.52,0.697,0.944
0,0.3,0.469,0.045,0.027,0.979,0.398,0.608,0.945
0,0.4,0.732,0.068,0.042,1.0,0.629,0.392,0.78
0,0.4,0.865,0.005,0.0,1.0,1.0,0.757,0.893
0,0.4,0.317,1.0,1.0,0.544,0.923,0.403,0.91
0,0.4,1.0,0.005,0.0,0.0,0.467,0.123,0.913
0,0.4,0.376,0.341,0.228,1.0,0.0,0.006,0.832
0,0.4,0.987,0.024,0.057,1.0,0.806,0.0,0.894
0,0.4,0.0,0.0,0.0,1.0,0.815,0.808,0.838
0,0.4,0.452,0.229,0.224,1.0,0.759,1.0,0.927
0,0.4,0.455,0.537,0.565,1.0,0.637,0.77,0.91
0,0.4,0.369,0.068,0.06,0.99,0.52,0.697,0.944
0,0.4,0.0,0.0,0.0,0.979,0.398,0.608,0.945
0,0.5,1.0,0.009,0.0,1.0,0.629,0.392,0.78
0,0.5,0.0,0.0,0.0,1.0,1.0,0.757,0.893
0,0.5,0.406,1.0,1.0,0.544,0.923,0.403,0.91
0,0.5,0.0,0.0,0.0,0.0,0.467,0.123,0.913
0,0.5,0.423,0.302,0.192,1.0,0.0,0.006,0.832
0,0.5,0.946,0.009,0.0,1.0,0.806,0.0,0.894
0,0.5,0.0,0.0,0.0,1.0,0.815,0.808,0.838
0,0.5,0.501,0.103,0.092,1.0,0.759,1.0,0.927
0,0.5,0.519,0.397,0.485,1.0,0.637,0.77,0.91
0,0.5,0.333,0.026,0.023,0.99,0.52,0.697,0.944
0,0.5,0.0,0.0,0.0,0.979,0.398,0.608,0.945
0,0.6,0.0,0.0,0.0,1.0,0.629,0.392,0.78
0,0.6,0.0,0.0,0.0,1.0,1.0,0.757,0.893
0,0.6,0.754,1.0,1.0,0.544,0.923,0.403,0.91
0,0.6,0.0,0.0,0.0,0.0,0.467,0.123,0.913
0,0.6,1.0,0.318,0.193,1.0,0.0,0.006,0.832
0,0.6,0.0,0.0,0.0,1.0,0.806,0.0,0.894
0,0.6,0.0,0.0,0.0,1.0,0.815,0.808,0.838
0,0.6,0.925,0.076,0.075,1.0,0.759,1.0,0.927
0,0.6,0.953,0.242,0.308,1.0,0.637,0.77,0.91
0,0.6,0.0,0.0,0.0,0.99,0.52,0.697,0.944
0,0.6,0.0,0.0,0.0,0.979,0.398,0.608,0.945
0,0.7,0.0,0.0,0.0,1.0,0.629,0.392,0.78
0,0.7,0.0,0.0,0.0,1.0,1.0,0.757,0.893
0,0.7,0.248,1.0,1.0,0.544,0.923,0.403,0.91
0,0.7,0.0,0.0,0.0,0.0,0.467,0.123,0.913
0,0.7,0.281,0.238,0.137,1.0,0.0,0.006,0.832
0,0.7,0.0,0.0,0.0,1.0,0.806,0.0,0.894
0,0.7,0.0,0.0,0.0,1.0,0.815,0.808,0.838
0,0.7,1.0,0.024,0.0,1.0,0.759,1.0,0.927
0,0.7,0.31,0.238,0.306,1.0,0.637,0.77,0.91
0,0.7,0.0,0.0,0.0,0.99,0.52,0.697,0.944
0,0.7,0.0,0.0,0.0,0.979,0.398,0.608,0.945
0,0.8,0.0,0.0,0.0,1.0,0.629,0.392,0.78
0,0.8,0.0,0.0,0.0,1.0,1.0,0.757,0.893
0,0.8,0.841,1.0,1.0,0.544,0.923,0.403,0.91
0,0.8,0.0,0.0,0.0,0.0,0.467,0.123,0.913
0,0.8,1.0,0.2,0.11,1.0,0.0,0.006,0.832
0,0.8,0.0,0.0,0.0,1.0,0.806,0.0,0.894
