label,threshold,mean_grad,high_grad_count,dispersion,low_value_ratio,extreme_std_score,contrast_entropy,band_only_accuracy
0,0.8,0.0,0.0,0.0,1.0,0.815,0.808,0.838
0,0.8,0.0,0.0,0.0,1.0,0.759,1.0,0.927
0,0.8,0.996,0.16,0.486,1.0,0.637,0.77,0.91
0,0.8,0.0,0.0,0.0,0.99,0.52,0.697,0.944
0,0.8,0.0,0.0,0.0,0.979,0.398,0.608,0.945
0,0.9,0.0,0.0,0.0,1.0,0.629,0.392,0.78
0,0.9,0.0,0.0,0.0,1.0,1.0,0.757,0.893
0,0.9,1.0,1.0,0.294,0.544,0.923,0.403,0.91
0,0.9,0.0,0.0,0.0,0.0,0.467,0.123,0.913
0,0.9,0.599,0.187,0.026,1.0,0.0,0.006,0.832
0,0.9,0.0,0.0,0.0,1.0,0.806,0.0,0.894
0,0.9,0.0,0.0,0.0,1.0,0.815,0.808,0.838
0,0.9,0.0,0.0,0.0,1.0,0.759,1.0,0.927
0,0.9,0.494,0.125,1.0,1.0,0.637,0.77,0.91
0,0.9,0.0,0.0,0.0,0.99,0.52,0.697,0.944
0,0.9,0.0,0.0,0.0,0.979,0.398,0.608,0.945
0,1,0.0,0.0,0.0,1.0,0.629,0.392,0.78
0,1,0.0,0.0,0.0,1.0,1.0,0.757,0.893
0,1,1.0,1.0,1.0,0.544,0.923,0.403,0.91
0,1,0.0,0.0,0.0,0.0,0.467,0.123,0.913
0,1,0.551,0.125,0.0,1.0,0.0,0.006,0.832
0,1,0.0,0.0,0.0,1.0,0.806,0.0,0.894
0,1,0.0,0.0,0.0,1.0,0.815,0.808,0.838
0,1,0.0,0.0,0.0,1.0,0.759,1.0,0.927
0,1,0.167,0.125,0.0,1.0,0.637,0.77,0.91
0,1,0.0,0.0,0.0,0.99,0.52,0.697,0.944
0,1,0.0,0.0,0.0,0.979,0.398,0.608,0.945
0,0,0.228,0.404,0.296,1.0,0.936,0.151,0.78
0,0,0.435,0.089,0.0,1.0,1.0,0.056,0.893
0,0,0.714,1.0,0.88,1.0,0.764,0.988,0.91
0,0,0.364,0.0,0.014,1.0,0.352,0.002,0.913
0,0,0.394,0.053,0.105,1.0,0.218,0.035,0.832
0,0,0.891,0.358,0.356,1.0,0.732,0.47,0.894
0,0,1.0,0.312,0.068,1.0,0.4,0.465,0.838
0,0,0.445,0.832,0.917,0.0,0.359,0.685,0.927
0,0,0.0,0.329,0.257,1.0,0.279,0.0,0.91
0,0,0.773,0.968,1.0,1.0,0.159,1.0,0.944
0,0,0.374,0.827,0.457,1.0,0.0,0.567,0.945
0,0.1,0.739,0.0,0.0,1.0,0.936,0.151,0.78
0,0.1,0.431,0.186,0.12,1.0,1.0,0.056,0.893
0,0.1,0.409,0.714,0.561,1.0,0.764,0.988,0.91
0,0.1,0.123,0.321,0.226,1.0,0.352,0.002,0.913
0,0.1,0.154,0.358,0.279,1.0,0.218,0.035,0.832
0,0.1,1.0,0.381,0.347,1.0,0.732,0.47,0.894
0,0.1,0.649,0.708,0.375,1.0,0.4,0.465,0.838
0,0.1,0.265,0.533,0.595,0.0,0.359,0.685,0.927
0,0.1,0.0,0.144,0.121,1.0,0.279,0.0,0.91
0,0.1,0.348,1.0,1.0,1.0,0.159,1.0,0.944
0,0.1,0.285,0.603,0.368,1.0,0.0,0.567,0.945
0,0.2,0.983,0.0,0.0,1.0,0.936,0.151,0.78
0,0.2,0.854,0.031,0.032,1.0,1.0,0.056,0.893
0,0.2,0.222,0.62,0.45,1.0,0.764,0.988,0.91
0,0.2,0.0,0.56,0.399,1.0,0.352,0.002,0.913
0,0.2,0.047,0.66,0.476,1.0,0.218,0.035,0.832
0,0.2,1.0,0.423,0.353,1.0,0.732,0.47,0.894
0,0.2,0.902,0.742,0.426,1.0,0.4,0.465,0.838
0,0.2,0.107,0.273,0.305,0.0,0.359,0.685,0.927
0,0.2,0.088,0.093,0.07,1.0,0.279,0.0,0.91
0,0.2,0.22,1.0,1.0,1.0,0.159,1.0,0.944
0,0.2,0.463,0.711,0.415,1.0,0.0,0.567,0.945
0,0.3,0.621,0.0,0.003,1.0,0.936,0.151,0.78
0,0.3,0.843,0.0,0.0,1.0,1.0,0.056,0.893
0,0.3,0.178,0.536,0.557,1.0,0.764,0.988,0.91
0,0.3,0.159,0.728,0.774,1.0,0.352,0.002,0.913
0,0.3,0.089,1.0,0.979,1.0,0.218,0.035,0.832
0,0.3,0.441,0.504,0.543,1.0,0.732,0.47,0.894
0,0.3,1.0,0.348,0.304,1.0,0.4,0.465,0.838
0,0.3,0.0,0.138,0.209,0.0,0.359,0.685,0.927
0,0.3,0.127,0.138,0.135,1.0,0.279,0.0,0.91
0,0.3,0.131,0.759,1.0,1.0,0.159,1.0,0.944
0,0.3,0.443,0.741,0.632,1.0,0.0,0.567,0.945
0,0.4,0.909,0.03,0.039,1.0,0.936,0.151,0.78
0,0.4,0.0,0.0,0.0,1.0,1.0,0.056,0.893
0,0.4,0.6,0.364,0.408,1.0,0.764,0.988,0.91
0,0.4,0.519,0.505,0.623,1.0,0.352,0.002,0.913
0,0.4,0.503,1.0,1.0,1.0,0.218,0.035,0.832
0,0.4,0.567,0.434,0.474,1.0,0.732,0.47,0.894
0,0.4,1.0,0.131,0.115,1.0,0.4,0.465,0.838
0,0.4,0.356,0.051,0.063,0.0,0.359,0.685,0.927
0,0.4,0.673,0.061,0.048,1.0,0.279,0.0,0.91
0,0.4,0.48,0.364,0.458,1.0,0.159,1.0,0.944
0,0.4,0.666,0.465,0.46,1.0,0.0,0.567,0.945
0,0.5,1.0,0.023,0.0,1.0,0.936,0.151,0.78
0,0.5,0.0,0.0,0.0,1.0,1.0,0.056,0.893
0,0.5,0.296,0.205,0.211,1.0,0.764,0.988,0.91
0,0.5,0.297,0.25,0.268,1.0,0.352,0.002,0.913
0,0.5,0.258,1.0,1.0,1.0,0.218,0.035,0.832
0,0.5,0.239,0.318,0.36,1.0,0.732,0.47,0.894
0,0.5,1.0,0.023,0.0,1.0,0.4,0.465,0.838
0,0.5,0.0,0.0,0.0,0.0,0.359,0.685,0.927
0,0.5,0.072,0.023,0.0,1.0,0.279,0.0,0.91
0,0.5,0.326,0.159,0.206,1.0,0.159,1.0,0.944
0,0.5,0.433,0.273,0.28,1.0,0.0,0.567,0.945
0,0.6,0.0,0.0,0.0,1.0,0.936,0.151,0.78
0,0.6,0.0,0.0,0.0,1.0,1.0,0.056,0.893
0,0.6,0.0,0.0,0.0,1.0,0.764,0.988,0.91
0,0.6,0.0,0.0,0.0,1.0,0.352,0.002,0.913
0,0.6,0.466,1.0,1.0,1.0,0.218,0.035,0.832
0,0.6,0.1,0.167,0.777,1.0,0.732,0.47,0.894
0,0.6,0.0,0.0,0.0,1.0,0.4,0.465,0.838
0,0.6,0.0,0.0,0.0,0.0,0.359,0.685,0.927
0,0.6,0.119,0.083,0.0,1.0,0.279,0.0,0.91
0,0.6,0.659,0.083,0.0,1.0,0.159,1.0,0.944
0,0.6,1.0,0.25,0.364,1.0,0.0,0.567,0.945
0,0.7,0.0,0.0,0.0,1.0,0.936,0.151,0.78
0,0.7,0.0,0.0,0.0,1.0,1.0,0.056,0.893
0,0.7,0.0,0.0,0.0,1.0,0.764,0.988,0.91
0,0.7,0.0,0.0,0.0,1.0,0.352,0.002,0.913
0,0.7,1.0,1.0,1.0,1.0,0.218,0.035,0.832
0,0.7,0.0,0.0,0.0,1.0,0.732,0.47,0.894
0,0.7,0.0,0.0,0.0,1.0,0.4,0.465,0.838
0,0.7,0.0,0.0,0.0,0.0,0.359,0.685,0.927
0,0.7,0.0,0.0,0.0,1.0,0.279,0.0,0.91
0,0.7,0.0,0.0,0.0,1.0,0.159,1.0,0.944
0,0.7,0.0,0.0,0.0,1.0,0.0,0.567,0.945
0,0.8,0.0,0.0,0.0,1.0,0.936,0.151,0.78
0,0.8,0.0,0.0,0.0,1.0,1.0,0.056,0.893
0,0.8,0.0,0.0,0.0,1.0,0.764,0.988,0.91
0,0.8,0.0,0.0,0.0,1.0,0.352,0.002,0.913
0,0.8,1.0,1.0,1.0,1.0,0.218,0.035,0.832
0,0.8,0.0,0.0,0.0,1.0,0.732,0.47,0.894
0,0.8,0.0,0.0,0.0,1.0,0.4,0.465,0.838
0,0.8,0.0,0.0,0.0,0.0,0.359,0.685,0.927
0,0.8,0.0,0.0,0.0,1.0,0.279,0.0,0.91
0,0.8,0.0,0.0,0.0,1.0,0.159,1.0,0.944
0,0.8,0.0,0.0,0.0,1.0,0.0,0.567,0.945
0,0.9,0.0,0.0,0.0,1.0,0.936,0.151,0.78
0,0.9,0.0,0.0,0.0,1.0,1.0,0.056,0.893
0,0.9,0.0,0.0,0.0,1.0,0.764,0.988,0.91
0,0.9,0.0,0.0,0.0,1.0,0.352,0.002,0.913
0,0.9,0.0,0.0,0.0,1.0,0.218,0.035,0.832
0,0.9,0.0,0.0,0.0,1.0,0.732,0.47,0.894
0,0.9,0.0,0.0,0.0,1.0,0.4,0.465,0.838
0,0.9,0.0,0.0,0.0,0.0,0.359,0.685,0.927
0,0.9,0.0,0.0,0.0,1.0,0.279,0.0,0.91
0,0.9,0.0,0.0,0.0,1.0,0.159,1.0,0.944
0,0.9,0.0,0.0,0.0,1.0,0.0,0.567,0.945
0,1,0.0,0.0,0.0,1.0,0.936,0.151,0.78
0,1,0.0,0.0,0.0,1.0,1.0,0.056,0.893
0,1,0.0,0.0,0.0,1.0,0.764,0.988,0.91
0,1,0.0,0.0,0.0,1.0,0.352,0.002,0.913
0,1,0.0,0.0,0.0,1.0,0.218,0.035,0.832
0,1,0.0,0.0,0.0,1.0,0.732,0.47,0.894
0,1,0.0,0.0,0.0,1.0,0.4,0.465,0.838
0,1,0.0,0.0,0.0,0.0,0.359,0.685,0.927
0,1,0.0,0.0,0.0,1.0,0.279,0.0,0.91
0,1,0.0,0.0,0.0,1.0,0.159,1.0,0.944
0,1,0.0,0.0,0.0,1.0,0.0,0.567,0.945
0,0,0.039,0.939,0.782,0.0,0.343,0.317,0.78
0,0,0.888,0.345,0.16,0.0,0.878,0.64,0.893
0,0,0.021,0.91,1.0,0.0,0.702,0.479,0.91
0,0,0.11,0.0,0.0,0.0,0.312,0.0,0.913
0,0,0.127,0.341,0.359,0.0,0.0,0.17,0.832
0,0,0.325,0.341,0.353,0.0,1.0,0.372,0.894
0,0,1.0,0.671,0.393,0.0,0.525,1.0,0.838
0,0,0.057,0.745,0.943,0.0,0.509,0.396,0.927
0,0,0.0,0.311,0.263,0.0,0.382,0.024,0.91
0,0,0.04,0.722,0.904,0.0,0.306,0.286,0.944
0,0,0.115,1.0,0.742,0.0,0.173,0.445,0.945
0,0.1,0.964,0.0,0.0,0.0,0.343,0.317,0.78
0,0.1,1.0,0.537,0.545,0.0,0.878,0.64,0.893
0,0.1,0.0,0.131,0.262,0.0,0.702,0.479,0.91
0,0.1,0.177,0.125,0.201,0.0,0.312,0.0,0.913
0,0.1,0.29,0.255,0.38,0.0,0.0,0.17,0.832
0,0.1,0.509,0.268,0.399,0.0,1.0,0.372,0.894
0,0.1,0.894,1.0,1.0,0.0,0.525,1.0,0.838
0,0.1,0.102,0.285,0.562,0.0,0.509,0.396,0.927
0,0.1,0.24,0.074,0.129,0.0,0.382,0.024,0.91
0,0.1,0.069,0.324,0.601,0.0,0.306,0.286,0.944
0,0.1,0.641,0.268,0.283,0.0,0.173,0.445,0.945
0,0.2,0.745,0.039,0.0,0.0,0.343,0.317,0.78
0,0.2,0.983,0.991,0.939,0.0,0.878,0.64,0.893
0,0.2,0.0,0.0,0.029,0.0,0.702,0.479,0.91
0,0.2,0.321,0.42,0.486,0.0,0.312,0.0,0.913
0,0.2,0.425,0.532,0.631,0.0,0.0,0.17,0.832
0,0.2,0.407,0.775,0.937,0.0,1.0,0.372,0.894
0,0.2,0.956,1.0,1.0,0.0,0.525,1.0,0.838
0,0.2,0.171,0.121,0.235,0.0,0.509,0.396,0.927
0,0.2,0.574,0.074,0.061,0.0,0.382,0.024,0.91
0,0.2,0.223,0.117,0.187,0.0,0.306,0.286,0.944
0,0.2,1.0,0.186,0.141,0.0,0.173,0.445,0.945
0,0.3,0.451,0.035,0.031,0.0,0.343,0.317,0.78
0,0.3,0.729,0.842,0.693,0.0,0.878,0.64,0.893
0,0.3,0.0,0.018,0.035,0.0,0.702,0.479,0.91
0,0.3,0.382,0.474,0.439,0.0,0.312,0.0,0.913
0,0.3,0.256,0.579,0.517,0.0,0.0,0.17,0.832
0,0.3,0.263,1.0,1.0,0.0,1.0,0.372,0.894
0,0.3,0.594,0.386,0.393,0.0,0.525,1.0,0.838
0,0.3,0.135,0.053,0.062,0.0,0.509,0.396,0.927
0,0.3,0.508,0.0,0.0,0.0,0.382,0.024,0.91
0,0.3,0.338,0.018,0.025,0.0,0.306,0.286,0.944
0,0.3,1.0,0.123,0.112,0.0,0.173,0.445,0.945
0,0.4,0.0,0.0,0.0,0.0,0.343,0.317,0.78
0,0.4,0.62,0.4,0.318,0.0,0.878,0.64,0.893
0,0.4,0.0,0.0,0.0,0.0,0.702,0.479,0.91
0,0.4,0.492,0.55,0.487,0.0,0.312,0.0,0.913
0,0.4,0.32,0.35,0.329,0.0,0.0,0.17,0.832
0,0.4,0.255,1.0,1.0,0.0,1.0,0.372,0.894
0,0.4,0.419,0.05,0.0,0.0,0.525,1.0,0.838
0,0.4,0.259,0.05,0.0,0.0,0.509,0.396,0.927
0,0.4,0.783,0.1,0.066,0.0,0.382,0.024,0.91
0,0.4,0.0,0.0,0.0,0.0,0.306,0.286,0.944
0,0.4,1.0,0.1,0.091,0.0,0.173,0.445,0.945
0,0.5,0.0,0.0,0.0,0.0,0.343,0.317,0.78
0,0.5,0.0,0.0,0.0,0.0,0.878,0.64,0.893
0,0.5,0.0,0.0,0.0,0.0,0.702,0.479,0.91
0,0.5,1.0,0.4,1.0,0.0,0.312,0.0,0.913
0,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.832
0,0.5,0.596,1.0,0.083,0.0,1.0,0.372,0.894
0,0.5,0.0,0.0,0.0,0.0,0.525,1.0,0.838
0,0.5,0.0,0.0,0.0,0.0,0.509,0.396,0.927
0,0.5,0.0,0.0,0.0,0.0,0.382,0.024,0.91
0,0.5,0.0,0.0,0.0,0.0,0.306,0.286,0.944
0,0.5,0.0,0.0,0.0,0.0,0.173,0.445,0.945
0,0.6,0.0,0.0,0.0,0.0,0.343,0.317,0.78
0,0.6,0.0,0.0,0.0,0.0,0.878,0.64,0.893
0,0.6,0.0,0.0,0.0,0.0,0.702,0.479,0.91
0,0.6,1.0,1.0,0.0,0.0,0.312,0.0,0.913
0,0.6,0.0,0.0,0.0,0.0,0.0,0.17,0.832
0,0.6,0.904,1.0,0.0,0.0,1.0,0.372,0.894
0,0.6,0.0,0.0,0.0,0.0,0.525,1.0,0.838
0,0.6,0.0,0.0,0.0,0.0,0.509,0.396,0.927
0,0.6,0.0,0.0,0.0,0.0,0.382,0.024,0.91
0,0.6,0.0,0.0,0.0,0.0,0.306,0.286,0.944
0,0.6,0.0,0.0,0.0,0.0,0.173,0.445,0.945
0,0.7,0.0,0.0,0.0,0.0,0.343,0.317,0.78
0,0.7,0.0,0.0,0.0,0.0,0.878,0.64,0.893
0,0.7,0.0,0.0,0.0,0.0,0.702,0.479,0.91
0,0.7,1.0,1.0,0.0,0.0,0.312,0.0,0.913
0,0.7,0.0,0.0,0.0,0.0,0.0,0.17,0.832
0,0.7,0.0,0.0,0.0,0.0,1.0,0.372,0.894
0,0.7,0.0,0.0,0.0,0.0,0.525,1.0,0.838
0,0.7,0.0,0.0,0.0,0.0,0.509,0.396,0.927
0,0.7,0.0,0.0,0.0,0.0,0.382,0.024,0.91
0,0.7,0.0,0.0,0.0,0.0,0.306,0.286,0.944
0,0.7,0.0,0.0,0.0,0.0,0.173,0.445,0.945
0,0.8,0.0,0.0,0.0,0.0,0.343,0.317,0.78
0,0.8,0.0,0.0,0.0,0.0,0.878,0.64,0.893
0,0.8,0.0,0.0,0.0,0.0,0.702,0.479,0.91
0,0.8,1.0,1.0,0.0,0.0,0.312,0.0,0.913
0,0.8,0.0,0.0,0.0,0.0,0.0,0.17,0.832
0,0.8,0.0,0.0,0.0,0.0,1.0,0.372,0.894
0,0.8,0.0,0.0,0.0,0.0,0.525,1.0,0.838
0,0.8,0.0,0.0,0.0,0.0,0.509,0.396,0.927
0,0.8,0.0,0.0,0.0,0.0,0.382,0.024,0.91
0,0.8,0.0,0.0,0.0,0.0,0.306,0.286,0.944
0,0.8,0.0,0.0,0.0,0.0,0.173,0.445,0.945
0,0.9,0.0,0.0,0.0,0.0,0.343,0.317,0.78
0,0.9,0.0,0.0,0.0,0.0,0.878,0.64,0.893
0,0.9,0.0,0.0,0.0,0.0,0.702,0.479,0.91
0,0.9,0.0,0.0,0.0,0.0,0.312,0.0,0.913
0,0.9,0.0,0.0,0.0,0.0,0.0,0.17,0.832
0,0.9,0.0,0.0,0.0,0.0,1.0,0.372,0.894
0,0.9,0.0,0.0,0.0,0.0,0.525,1.0,0.838
0,0.9,0.0,0.0,0.0,0.0,0.509,0.396,0.927
0,0.9,0.0,0.0,0.0,0.0,0.382,0.024,0.91
0,0.9,0.0,0.0,0.0,0.0,0.306,0.286,0.944
0,0.9,0.0,0.0,0.0,0.0,0.173,0.445,0.945
0,1,0.0,0.0,0.0,0.0,0.343,0.317,0.78
0,1,0.0,0.0,0.0,0.0,0.878,0.64,0.893
0,1,0.0,0.0,0.0,0.0,0.702,0.479,0.91
0,1,0.0,0.0,0.0,0.0,0.312,0.0,0.913
0,1,0.0,0.0,0.0,0.0,0.0,0.17,0.832
0,1,0.0,0.0,0.0,0.0,1.0,0.372,0.894
0,1,0.0,0.0,0.0,0.0,0.525,1.0,0.838
0,1,0.0,0.0,0.0,0.0,0.509,0.396,0.927
0,1,0.0,0.0,0.0,0.0,0.382,0.024,0.91
0,1,0.0,0.0,0.0,0.0,0.306,0.286,0.944
0,1,0.0,0.0,0.0,0.0,0.173,0.445,0.945
0,0,0.196,0.795,0.623,0.0,0.0,0.311,0.78
0,0,0.793,0.906,0.732,1.0,0.375,0.99,0.893
0,0,0.369,0.179,0.343,1.0,0.494,0.241,0.91
0,0,0.504,0.0,0.0,1.0,0.152,0.068,0.913
0,0,0.055,0.309,0.406,0.955,0.031,0.0,0.832
0,0,0.345,0.184,0.19,1.0,1.0,0.165,0.894
0,0,1.0,0.761,0.524,1.0,0.473,1.0,0.838
0,0,0.338,0.501,0.838,1.0,0.539,0.434,0.927
0,0,0.268,0.35,0.32,1.0,0.478,0.213,0.91
0,0,0.0,0.655,1.0,1.0,0.383,0.206,0.944
0,0,0.08,1.0,0.779,1.0,0.264,0.373,0.945
0,0.1,0.72,0.304,0.23,0.0,0.0,0.311,0.78
0,0.1,0.954,0.827,0.875,1.0,0.375,0.99,0.893
0,0.1,0.349,0.37,0.493,1.0,0.494,0.241,0.91
0,0.1,0.602,0.354,0.384,1.0,0.152,0.068,0.913
0,0.1,0.15,0.21,0.248,0.955,0.031,0.0,0.832
0,0.1,0.562,0.215,0.212,1.0,1.0,0.165,0.894
0,0.1,1.0,1.0,1.0,1.0,0.473,1.0,0.838
0,0.1,0.441,0.332,0.516,1.0,0.539,0.434,0.927
0,0.1,0.543,0.266,0.256,1.0,0.478,0.213,0.91
0,0.1,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.1,0.57,0.234,0.154,1.0,0.264,0.373,0.945
0,0.2,0.766,0.407,0.387,0.0,0.0,0.311,0.78
0,0.2,0.907,0.853,0.867,1.0,0.375,0.99,0.893
0,0.2,0.344,0.585,0.742,1.0,0.494,0.241,0.91
0,0.2,0.557,0.853,0.985,1.0,0.152,0.068,0.913
0,0.2,0.306,0.296,0.358,0.955,0.031,0.0,0.832
0,0.2,0.591,0.384,0.433,1.0,1.0,0.165,0.894
0,0.2,1.0,1.0,1.0,1.0,0.473,1.0,0.838
0,0.2,0.412,0.356,0.526,1.0,0.539,0.434,0.927
0,0.2,0.603,0.401,0.445,1.0,0.478,0.213,0.91
0,0.2,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.2,0.837,0.161,0.143,1.0,0.264,0.373,0.945
0,0.3,0.807,0.235,0.195,0.0,0.0,0.311,0.78
0,0.3,0.778,0.299,0.264,1.0,0.375,0.99,0.893
0,0.3,0.358,0.542,0.623,1.0,0.494,0.241,0.91
0,0.3,0.574,1.0,1.0,1.0,0.152,0.068,0.913
0,0.3,0.441,0.183,0.198,0.955,0.031,0.0,0.832
0,0.3,0.601,0.287,0.286,1.0,1.0,0.165,0.894
0,0.3,1.0,0.375,0.345,1.0,0.473,1.0,0.838
0,0.3,0.331,0.195,0.292,1.0,0.539,0.434,0.927
0,0.3,0.632,0.339,0.33,1.0,0.478,0.213,0.91
0,0.3,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.3,0.983,0.048,0.04,1.0,0.264,0.373,0.945
0,0.4,0.533,0.096,0.088,0.0,0.0,0.311,0.78
0,0.4,0.293,0.07,0.112,1.0,0.375,0.99,0.893
0,0.4,0.292,0.518,0.614,1.0,0.494,0.241,0.91
0,0.4,0.461,1.0,1.0,1.0,0.152,0.068,0.913
0,0.4,0.3,0.07,0.134,0.955,0.031,0.0,0.832
0,0.4,0.436,0.158,0.164,1.0,1.0,0.165,0.894
0,0.4,1.0,0.044,0.041,1.0,0.473,1.0,0.838
0,0.4,0.204,0.149,0.231,1.0,0.539,0.434,0.927
0,0.4,0.515,0.298,0.294,1.0,0.478,0.213,0.91
0,0.4,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.4,0.841,0.018,0.022,1.0,0.264,0.373,0.945
0,0.5,0.452,0.023,0.0,0.0,0.0,0.311,0.78
0,0.5,0.15,0.023,0.0,1.0,0.375,0.99,0.893
0,0.5,0.645,0.568,0.603,1.0,0.494,0.241,0.91
0,0.5,1.0,1.0,1.0,1.0,0.152,0.068,0.913
0,0.5,0.515,0.045,0.552,0.955,0.031,0.0,0.832
0,0.5,0.859,0.091,0.142,1.0,1.0,0.165,0.894
0,0.5,0.0,0.0,0.0,1.0,0.473,1.0,0.838
0,0.5,0.14,0.023,0.0,1.0,0.539,0.434,0.927
0,0.5,0.99,0.25,0.23,1.0,0.478,0.213,0.91
0,0.5,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.5,0.0,0.0,0.0,1.0,0.264,0.373,0.945
0,0.6,0.0,0.0,0.0,0.0,0.0,0.311,0.78
0,0.6,0.0,0.0,0.0,1.0,0.375,0.99,0.893
0,0.6,0.175,0.437,0.743,1.0,0.494,0.241,0.91
0,0.6,0.557,1.0,1.0,1.0,0.152,0.068,0.913
0,0.6,0.0,0.0,0.0,0.955,0.031,0.0,0.832
0,0.6,0.0,0.0,0.0,1.0,1.0,0.165,0.894
0,0.6,0.0,0.0,0.0,1.0,0.473,1.0,0.838
0,0.6,0.0,0.0,0.0,1.0,0.539,0.434,0.927
0,0.6,1.0,0.25,0.208,1.0,0.478,0.213,0.91
0,0.6,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.6,0.0,0.0,0.0,1.0,0.264,0.373,0.945
0,0.7,0.0,0.0,0.0,0.0,0.0,0.311,0.78
0,0.7,0.0,0.0,0.0,1.0,0.375,0.99,0.893
0,0.7,0.158,1.0,1.0,1.0,0.494,0.241,0.91
0,0.7,0.565,0.667,0.35,1.0,0.152,0.068,0.913
0,0.7,0.0,0.0,0.0,0.955,0.031,0.0,0.832
0,0.7,0.0,0.0,0.0,1.0,1.0,0.165,0.894
0,0.7,0.0,0.0,0.0,1.0,0.473,1.0,0.838
0,0.7,0.0,0.0,0.0,1.0,0.539,0.434,0.927
0,0.7,1.0,0.167,0.0,1.0,0.478,0.213,0.91
0,0.7,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.7,0.0,0.0,0.0,1.0,0.264,0.373,0.945
0,0.8,0.0,0.0,0.0,0.0,0.0,0.311,0.78
0,0.8,0.0,0.0,0.0,1.0,0.375,0.99,0.893
0,0.8,0.0,0.0,0.0,1.0,0.494,0.241,0.91
0,0.8,0.632,1.0,1.0,1.0,0.152,0.068,0.913
0,0.8,0.0,0.0,0.0,0.955,0.031,0.0,0.832
0,0.8,0.0,0.0,0.0,1.0,1.0,0.165,0.894
0,0.8,0.0,0.0,0.0,1.0,0.473,1.0,0.838
0,0.8,0.0,0.0,0.0,1.0,0.539,0.434,0.927
0,0.8,1.0,0.5,0.0,1.0,0.478,0.213,0.91
0,0.8,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.8,0.0,0.0,0.0,1.0,0.264,0.373,0.945
0,0.9,0.0,0.0,0.0,0.0,0.0,0.311,0.78
0,0.9,0.0,0.0,0.0,1.0,0.375,0.99,0.893
0,0.9,0.0,0.0,0.0,1.0,0.494,0.241,0.91
0,0.9,0.0,0.0,0.0,1.0,0.152,0.068,0.913
0,0.9,0.0,0.0,0.0,0.955,0.031,0.0,0.832
0,0.9,0.0,0.0,0.0,1.0,1.0,0.165,0.894
0,0.9,0.0,0.0,0.0,1.0,0.473,1.0,0.838
0,0.9,0.0,0.0,0.0,1.0,0.539,0.434,0.927
0,0.9,0.0,0.0,0.0,1.0,0.478,0.213,0.91
0,0.9,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,0.9,0.0,0.0,0.0,1.0,0.264,0.373,0.945
0,1,0.0,0.0,0.0,0.0,0.0,0.311,0.78
0,1,0.0,0.0,0.0,1.0,0.375,0.99,0.893
0,1,0.0,0.0,0.0,1.0,0.494,0.241,0.91
0,1,0.0,0.0,0.0,1.0,0.152,0.068,0.913
0,1,0.0,0.0,0.0,0.955,0.031,0.0,0.832
0,1,0.0,0.0,0.0,1.0,1.0,0.165,0.894
0,1,0.0,0.0,0.0,1.0,0.473,1.0,0.838
0,1,0.0,0.0,0.0,1.0,0.539,0.434,0.927
0,1,0.0,0.0,0.0,1.0,0.478,0.213,0.91
0,1,0.0,0.0,0.0,1.0,0.383,0.206,0.944
0,1,0.0,0.0,0.0,1.0,0.264,0.373,0.945
0,0,0.22,0.594,0.315,1.0,0.755,0.386,0.78
0,0,0.622,0.22,0.0,1.0,1.0,0.458,0.893
0,0,0.376,1.0,0.959,1.0,0.777,0.97,0.91
0,0,0.066,0.159,0.079,1.0,0.313,0.122,0.913
0,0,0.0,0.0,0.014,1.0,0.0,0.0,0.832
0,0,0.103,0.459,0.365,1.0,0.488,0.31,0.894
0,0,1.0,0.322,0.022,0.0,0.658,0.726,0.838
0,0,0.442,0.967,1.0,0.208,0.594,1.0,0.927
0,0,0.275,0.611,0.435,0.439,0.45,0.564,0.91
0,0,0.242,0.927,0.967,0.552,0.351,0.785,0.944
0,0,0.505,0.734,0.365,0.887,0.219,0.7,0.945
0,0.1,0.811,0.0,0.0,1.0,0.755,0.386,0.78
0,0.1,0.969,0.273,0.178,1.0,1.0,0.458,0.893
0,0.1,0.316,0.966,0.886,1.0,0.777,0.97,0.91
0,0.1,0.096,0.141,0.141,1.0,0.313,0.122,0.913
0,0.1,0.0,0.038,0.074,1.0,0.0,0.0,0.832
0,0.1,0.162,0.259,0.265,1.0,0.488,0.31,0.894
0,0.1,1.0,0.82,0.449,0.0,0.658,0.726,0.838
0,0.1,0.412,1.0,1.0,0.208,0.594,1.0,0.927
0,0.1,0.425,0.423,0.353,0.439,0.45,0.564,0.91
0,0.1,0.15,0.921,0.891,0.552,0.351,0.785,0.944
0,0.1,0.719,0.721,0.429,0.887,0.219,0.7,0.945
0,0.2,0.953,0.0,0.0,1.0,0.755,0.386,0.78
0,0.2,0.9,0.253,0.183,1.0,1.0,0.458,0.893
0,0.2,0.239,0.878,0.831,1.0,0.777,0.97,0.91
